start_date,priority,experience_cat,team_size,budget,type,status,end_date
2025-06-07,medium,low,6,49500,doc,completed,2025-06-15
2025-06-07,low,medium,6,50600,bug,completed,2025-07-24
2025-06-08,medium,medium,3,36800,chore,completed,2025-07-05
2025-06-08,medium,medium,9,50100,feature,completed,2025-07-03
2025-06-08,medium,medium,9,45300,bug,completed,2025-06-21
2025-06-08,low,high,9,48200,chore,completed,2025-06-23
2025-06-08,medium,low,9,55100,feature,completed,2025-08-07
2025-06-08,medium,medium,9,53400,bug,completed,2025-07-08
2025-06-08,high,medium,6,34300,bug,completed,2025-06-18
2025-06-08,medium,low,7,57900,feature,completed,2025-06-25
2025-06-08,medium,medium,5,35700,doc,completed,2025-06-16
2025-06-08,high,low,5,45800,chore,completed,2025-06-16
2025-06-08,high,medium,3,39800,feature,completed,2025-06-25
2025-06-08,low,medium,7,50600,feature,completed,2025-06-18
2025-06-08,medium,medium,6,36400,bug,completed,2025-07-23
2025-06-08,medium,medium,5,61300,bug,completed,2025-07-15
2025-06-08,medium,high,8,32200,chore,completed,2025-06-29
2025-06-08,medium,medium,3,26000,doc,completed,2025-06-19
2025-06-08,medium,low,7,33200,bug,completed,2025-06-19
2025-06-08,high,medium,3,90600,feature,completed,2025-07-12
2025-06-08,medium,low,8,61500,feature,completed,2025-06-18
2025-06-08,medium,high,6,15300,bug,completed,2025-07-17
2025-06-08,low,high,4,44000,feature,completed,2025-06-26
2025-06-08,medium,high,8,52200,bug,completed,2025-07-04
2025-06-08,low,low,9,60600,bug,completed,2025-06-22
2025-06-08,high,medium,5,47800,feature,completed,2025-06-14
2025-06-08,medium,low,7,7900,feature,completed,2025-07-04
2025-06-08,low,medium,7,34700,bug,completed,2025-06-25
2025-06-09,medium,low,4,68600,bug,completed,2025-07-02
2025-06-09,low,high,5,60000,bug,completed,2025-07-26
2025-06-09,high,medium,9,61100,bug,completed,2025-06-21
2025-06-09,high,medium,5,90900,chore,completed,2025-07-07
2025-06-09,medium,high,4,45600,feature,completed,2025-06-25
2025-06-09,low,low,8,82500,bug,completed,2025-06-21
2025-06-09,medium,low,6,30300,chore,completed,2025-07-03
2025-06-09,high,high,6,37200,chore,completed,2025-07-22
2025-06-09,low,low,7,60600,bug,completed,2025-06-14
2025-06-09,low,medium,6,69300,chore,completed,2025-06-14
2025-06-09,low,medium,9,47700,chore,completed,2025-06-26
2025-06-09,low,medium,8,59900,bug,completed,2025-06-21
2025-06-09,low,low,3,61300,chore,completed,2025-06-23
2025-06-09,high,medium,6,64100,feature,completed,2025-06-29
2025-06-09,high,high,8,74200,feature,completed,2025-07-12
2025-06-09,high,high,8,56300,bug,completed,2025-06-29
2025-06-09,medium,low,5,44900,feature,completed,2025-06-19
2025-06-09,medium,low,6,56900,bug,completed,2025-06-30
2025-06-09,low,medium,4,65600,bug,completed,2025-06-28
2025-06-09,high,low,7,48000,feature,completed,2025-06-19
2025-06-09,medium,low,7,28200,chore,completed,2025-07-14
2025-06-09,medium,medium,8,62800,bug,completed,2025-06-21
2025-06-09,low,medium,3,61700,bug,completed,2025-08-08
2025-06-09,high,medium,10,51200,bug,completed,2025-07-01
2025-06-09,low,high,6,22900,bug,completed,2025-06-18
2025-06-09,high,medium,5,33000,feature,completed,2025-07-13
2025-06-09,high,medium,7,55400,feature,completed,2025-07-23
2025-06-09,high,medium,8,55400,feature,completed,2025-07-03
2025-06-09,high,high,9,40600,feature,completed,2025-06-18
2025-06-09,medium,medium,2,44900,feature,completed,2025-06-19
2025-06-09,high,high,2,54900,chore,completed,2025-07-15
2025-06-09,low,medium,6,45800,bug,completed,2025-06-18
2025-06-09,low,low,7,48200,bug,completed,2025-07-18
2025-06-09,medium,medium,6,63500,bug,completed,2025-08-02
2025-06-09,medium,high,9,52500,feature,completed,2025-06-27
2025-06-09,medium,high,8,41000,feature,completed,2025-06-19
2025-06-09,medium,low,6,37400,feature,completed,2025-06-26
2025-06-09,high,high,4,60100,feature,completed,2025-07-02
2025-06-09,medium,medium,5,46600,bug,completed,2025-06-23
2025-06-09,medium,low,4,45700,feature,completed,2025-06-11
2025-06-09,medium,medium,10,43900,doc,completed,2025-07-16
2025-06-09,medium,medium,4,40500,doc,completed,2025-07-20
2025-06-09,low,medium,6,34900,chore,completed,2025-07-30
2025-06-09,high,high,7,59700,bug,completed,2025-06-22
2025-06-09,high,medium,6,49100,feature,completed,2025-07-21
2025-06-09,low,high,8,22500,feature,completed,2025-07-01
2025-06-09,low,medium,5,63000,bug,completed,2025-07-29
2025-06-09,medium,medium,7,39500,bug,completed,2025-08-08
2025-06-09,low,low,5,41300,bug,completed,2025-07-12
2025-06-09,medium,medium,7,47200,bug,completed,2025-07-23
2025-06-09,medium,medium,5,57100,bug,completed,2025-07-29
2025-06-09,medium,medium,7,31000,bug,completed,2025-06-30
2025-06-09,medium,medium,5,31900,feature,completed,2025-06-28
2025-06-09,medium,low,8,38300,bug,completed,2025-07-12
2025-06-10,low,low,6,65400,bug,completed,2025-07-23
2025-06-10,high,medium,4,64400,feature,completed,2025-06-30
2025-06-10,low,low,4,63900,doc,completed,2025-07-15
2025-06-10,low,high,4,70600,bug,completed,2025-07-06
2025-06-10,low,medium,8,33300,chore,completed,2025-07-05
2025-06-10,high,low,8,65600,bug,completed,2025-07-08
2025-06-10,high,high,6,74800,feature,completed,2025-06-23
2025-06-10,high,low,4,45500,bug,completed,2025-07-03
2025-06-10,high,medium,6,58100,feature,completed,2025-07-31
2025-06-10,high,high,7,37800,bug,completed,2025-06-26
2025-06-10,low,low,7,49300,feature,completed,2025-07-20
2025-06-10,low,medium,4,36200,bug,completed,2025-08-09
2025-06-10,low,medium,7,37400,bug,completed,2025-07-04
2025-06-10,high,medium,7,48400,bug,completed,2025-07-07
2025-06-10,high,medium,4,47000,bug,completed,2025-06-28
2025-06-10,medium,medium,8,71000,chore,completed,2025-07-02
2025-06-10,high,high,8,66500,feature,completed,2025-07-22
2025-06-10,low,medium,8,50300,feature,completed,2025-08-09
2025-06-10,medium,high,6,78700,chore,completed,2025-07-02
2025-06-10,medium,medium,9,63900,bug,completed,2025-06-20
2025-06-10,high,high,4,36500,bug,completed,2025-06-29
2025-06-10,medium,high,6,20100,bug,completed,2025-07-12
2025-06-10,medium,medium,9,40000,bug,completed,2025-06-22
2025-06-10,medium,medium,8,51700,bug,completed,2025-06-15
2025-06-10,low,medium,6,61400,feature,completed,2025-07-16
2025-06-10,medium,medium,3,41500,doc,completed,2025-07-20
2025-06-10,medium,medium,6,50100,bug,completed,2025-06-14
2025-06-10,low,medium,5,61500,feature,completed,2025-06-28
2025-06-10,medium,medium,5,76000,feature,completed,2025-06-18
2025-06-10,low,medium,1,46400,chore,completed,2025-07-20
2025-06-10,high,medium,6,56300,feature,completed,2025-06-30
2025-06-10,low,medium,5,58200,feature,cancelled,2025-07-09
2025-06-10,medium,high,9,20800,feature,completed,2025-07-10
2025-06-10,medium,medium,6,74000,chore,completed,2025-08-04
2025-06-10,low,medium,4,41000,bug,completed,2025-07-09
2025-06-10,low,medium,4,58200,bug,completed,2025-07-14
2025-06-10,medium,medium,7,68500,chore,completed,2025-07-04
2025-06-10,high,medium,8,39700,bug,completed,2025-07-06
2025-06-10,high,low,7,37700,feature,completed,2025-07-11
2025-06-10,medium,low,6,55800,bug,completed,2025-07-02
2025-06-10,medium,low,4,26800,doc,completed,2025-07-28
2025-06-10,medium,low,7,72300,feature,completed,2025-07-08
2025-06-10,low,medium,6,67200,bug,completed,2025-08-09
2025-06-10,high,medium,9,46600,feature,completed,2025-06-27
2025-06-10,medium,medium,3,65700,bug,completed,2025-06-22
2025-06-10,high,low,4,65000,bug,completed,2025-06-26
2025-06-10,low,medium,3,32800,feature,completed,2025-06-22
2025-06-10,low,medium,8,40100,feature,completed,2025-06-22
2025-06-10,low,high,4,74000,bug,completed,2025-06-17
2025-06-10,medium,low,6,71900,feature,completed,2025-06-26
2025-06-10,medium,low,5,70400,bug,completed,2025-07-04
2025-06-10,medium,medium,3,42000,doc,completed,2025-06-26
2025-06-10,medium,low,6,50100,chore,completed,2025-06-20
2025-06-10,low,low,6,48600,bug,completed,2025-06-21
2025-06-10,medium,medium,6,96100,feature,completed,2025-06-23
2025-06-10,high,medium,5,49600,chore,completed,2025-06-25
2025-06-10,medium,medium,6,56000,feature,completed,2025-06-16
2025-06-10,high,high,11,31800,chore,completed,2025-07-27
2025-06-10,medium,high,5,43400,bug,completed,2025-07-26
2025-06-10,medium,low,4,27700,bug,completed,2025-07-11
2025-06-10,low,medium,4,11900,bug,completed,2025-07-16
2025-06-11,high,high,7,38100,feature,completed,2025-07-10
2025-06-11,medium,low,3,40100,chore,completed,2025-06-25
2025-06-11,high,low,3,35700,chore,completed,2025-07-09
2025-06-11,medium,low,3,23400,feature,completed,2025-06-18
2025-06-11,high,low,4,32200,feature,completed,2025-07-06
2025-06-11,medium,medium,4,69600,feature,completed,2025-06-23
2025-06-11,high,high,6,47500,chore,completed,2025-06-14
2025-06-11,low,low,7,62100,feature,completed,2025-06-28
2025-06-11,medium,medium,4,12700,feature,completed,2025-07-07
2025-06-11,low,high,6,27700,bug,completed,2025-07-01
2025-06-11,medium,medium,8,39100,feature,completed,2025-07-20
2025-06-11,low,low,6,37500,feature,completed,2025-07-20
2025-06-11,low,medium,6,9100,bug,completed,2025-07-25
2025-06-11,low,medium,3,51700,feature,completed,2025-06-18
2025-06-11,low,medium,7,62600,bug,completed,2025-07-25
2025-06-11,medium,medium,5,61100,chore,completed,2025-06-28
2025-06-11,high,medium,7,45800,feature,completed,2025-07-12
2025-06-11,medium,medium,4,41100,bug,completed,2025-08-10
2025-06-11,high,medium,10,63100,chore,completed,2025-06-30
2025-06-11,low,medium,6,55300,bug,completed,2025-06-19
2025-06-11,medium,medium,8,52200,feature,completed,2025-06-13
2025-06-11,low,low,6,46600,feature,completed,2025-06-17
2025-06-11,high,medium,9,58500,feature,completed,2025-07-05
2025-06-11,medium,high,8,55200,feature,completed,2025-07-11
2025-06-11,low,medium,11,61700,feature,completed,2025-06-27
2025-06-11,medium,medium,6,51000,bug,completed,2025-08-10
2025-06-11,medium,medium,4,77200,chore,completed,2025-07-10
2025-06-11,high,low,5,48600,bug,completed,2025-07-20
2025-06-11,medium,high,6,50700,bug,completed,2025-07-22
2025-06-11,medium,low,5,53100,bug,completed,2025-06-27
2025-06-11,medium,low,5,31900,feature,completed,2025-08-10
2025-06-11,medium,high,5,67400,bug,completed,2025-06-17
2025-06-11,medium,medium,6,47200,feature,completed,2025-07-17
2025-06-11,low,medium,4,38500,feature,completed,2025-06-22
2025-06-11,medium,medium,3,67400,bug,completed,2025-07-08
2025-06-11,medium,high,8,54800,bug,completed,2025-06-17
2025-06-11,medium,medium,8,37700,feature,completed,2025-06-21
2025-06-11,high,medium,6,37200,feature,completed,2025-06-18
2025-06-11,high,high,7,64200,feature,completed,2025-06-24
2025-06-11,low,low,5,54600,bug,completed,2025-06-20
2025-06-11,high,medium,5,75400,bug,completed,2025-06-25
2025-06-11,medium,low,8,60200,bug,completed,2025-08-10
2025-06-11,high,medium,5,40200,feature,completed,2025-07-25
2025-06-11,medium,medium,4,55600,bug,completed,2025-08-10
2025-06-11,low,high,6,73900,bug,completed,2025-07-18
2025-06-11,medium,medium,6,45400,bug,completed,2025-07-04
2025-06-11,medium,medium,5,28000,feature,completed,2025-06-24
2025-06-11,high,medium,8,45200,bug,completed,2025-07-26
2025-06-11,medium,high,5,60700,feature,completed,2025-07-04
2025-06-11,medium,low,7,68500,feature,completed,2025-07-14
2025-06-11,high,medium,9,15200,feature,completed,2025-07-11
2025-06-11,medium,medium,3,54000,bug,completed,2025-07-22
2025-06-11,medium,low,5,68400,chore,completed,2025-06-30
2025-06-11,high,medium,4,48900,bug,completed,2025-07-08
2025-06-11,high,low,11,63000,feature,completed,2025-07-05
2025-06-11,medium,medium,5,37000,feature,completed,2025-08-07
2025-06-11,low,medium,4,50100,bug,completed,2025-08-10
2025-06-11,medium,medium,4,35700,feature,completed,2025-07-13
2025-06-11,low,medium,2,50700,feature,completed,2025-07-23
2025-06-11,medium,medium,8,46400,chore,completed,2025-06-23
2025-06-11,low,medium,5,27600,feature,completed,2025-07-07
2025-06-11,medium,high,6,47000,bug,completed,2025-07-09
2025-06-11,high,medium,9,33500,feature,completed,2025-06-18
2025-06-11,high,high,6,53500,chore,completed,2025-07-12
2025-06-12,high,medium,5,53600,bug,completed,2025-07-13
2025-06-12,medium,medium,4,55000,bug,completed,2025-07-10
2025-06-12,low,low,5,35600,feature,completed,2025-06-21
2025-06-12,medium,medium,5,64400,feature,completed,2025-07-12
2025-06-12,medium,medium,8,44300,feature,completed,2025-08-11
2025-06-12,medium,medium,7,19600,feature,completed,2025-06-30
2025-06-12,low,medium,6,66800,feature,completed,2025-06-26
2025-06-12,medium,low,5,54300,feature,completed,2025-08-11
2025-06-12,high,medium,5,63600,chore,completed,2025-07-16
2025-06-12,medium,low,6,25600,doc,completed,2025-07-09
2025-06-12,high,medium,9,43400,bug,completed,2025-06-26
2025-06-12,medium,medium,8,44300,feature,completed,2025-06-23
2025-06-12,medium,low,5,56200,bug,completed,2025-07-07
2025-06-12,low,medium,8,69100,bug,completed,2025-08-01
2025-06-12,low,medium,8,82600,chore,completed,2025-07-29
2025-06-12,high,low,6,71000,feature,completed,2025-07-25
2025-06-12,low,medium,8,59200,chore,completed,2025-08-11
2025-06-12,low,low,8,46200,bug,completed,2025-06-15
2025-06-12,low,low,5,67300,bug,completed,2025-08-11
2025-06-12,high,low,8,38900,bug,completed,2025-07-11
2025-06-12,low,low,6,60500,bug,completed,2025-07-10
2025-06-12,medium,high,7,33100,feature,completed,2025-07-07
2025-06-12,medium,medium,7,67100,chore,completed,2025-06-30
2025-06-12,high,medium,4,65400,feature,completed,2025-07-15
2025-06-12,low,medium,6,27000,bug,completed,2025-06-15
2025-06-12,low,medium,5,43300,bug,completed,2025-06-30
2025-06-12,high,low,8,44200,chore,completed,2025-07-12
2025-06-12,low,medium,7,88000,bug,completed,2025-07-03
2025-06-12,high,medium,7,58900,feature,completed,2025-07-20
2025-06-12,low,medium,4,44900,feature,cancelled,2025-07-30
2025-06-12,medium,medium,7,45000,bug,completed,2025-07-05
2025-06-13,medium,medium,8,32800,bug,completed,2025-07-14
2025-06-13,medium,medium,5,26500,bug,completed,2025-07-06
2025-06-13,medium,medium,10,44200,doc,completed,2025-07-24
2025-06-13,medium,high,6,47800,chore,completed,2025-07-04
2025-06-13,medium,medium,6,44100,feature,completed,2025-06-28
2025-06-13,medium,medium,7,26500,feature,completed,2025-06-20
2025-06-13,low,low,6,31800,bug,completed,2025-07-29
2025-06-13,medium,medium,4,55600,doc,completed,2025-07-27
2025-06-13,low,high,8,47600,chore,completed,2025-07-11
2025-06-13,medium,high,9,40500,chore,completed,2025-07-05
2025-06-13,medium,low,9,76000,chore,completed,2025-06-28
2025-06-13,high,medium,4,37100,bug,completed,2025-07-12
2025-06-13,low,high,4,32300,bug,completed,2025-07-05
2025-06-13,medium,medium,9,50300,feature,completed,2025-06-21
2025-06-13,medium,low,6,57200,bug,completed,2025-07-17
2025-06-13,low,low,4,52300,feature,completed,2025-06-21
2025-06-13,medium,low,5,52600,feature,completed,2025-06-23
2025-06-13,medium,low,6,78300,bug,completed,2025-06-17
2025-06-13,medium,medium,8,44500,feature,completed,2025-07-13
2025-06-14,medium,low,8,44000,bug,completed,2025-07-01
2025-06-14,low,medium,6,37900,feature,completed,2025-06-26
2025-06-14,low,medium,6,40500,bug,completed,2025-06-25
2025-06-14,medium,low,1,46100,feature,completed,2025-06-22
2025-06-14,medium,low,8,24400,chore,completed,2025-06-21
2025-06-14,medium,low,4,39200,feature,completed,2025-07-09
2025-06-14,medium,high,7,23100,feature,completed,2025-07-03
2025-06-14,medium,medium,4,43600,chore,completed,2025-08-13
2025-06-14,high,low,8,34300,feature,completed,2025-07-10
2025-06-14,high,low,6,28600,feature,completed,2025-07-07
2025-06-14,medium,medium,2,57800,bug,completed,2025-07-12
2025-06-14,high,low,5,51500,bug,completed,2025-08-05
2025-06-14,medium,medium,6,31400,bug,completed,2025-06-24
2025-06-14,low,low,7,14100,feature,completed,2025-06-21
2025-06-14,high,low,4,39200,chore,completed,2025-07-05
2025-06-14,low,medium,6,42100,bug,completed,2025-06-16
2025-06-14,medium,medium,7,38700,feature,completed,2025-07-06
2025-06-14,medium,medium,6,52200,doc,completed,2025-08-13
2025-06-14,low,medium,2,68100,bug,completed,2025-08-10
2025-06-14,low,high,6,35000,bug,cancelled,2025-06-21
2025-06-14,low,medium,4,58000,bug,completed,2025-07-15
2025-06-14,high,high,6,55700,chore,completed,2025-07-20
2025-06-14,high,medium,6,39600,bug,completed,2025-08-09
2025-06-14,low,medium,2,67400,bug,completed,2025-06-24
2025-06-14,medium,medium,5,53400,chore,completed,2025-06-19
2025-06-14,high,medium,3,37300,bug,completed,2025-06-30
2025-06-14,low,medium,7,57700,feature,completed,2025-06-30
2025-06-14,low,medium,6,52900,feature,completed,2025-06-24
2025-06-15,low,low,7,47700,feature,completed,2025-07-08
2025-06-15,medium,low,6,37500,bug,completed,2025-07-15
2025-06-15,low,medium,7,76200,feature,completed,2025-07-08
2025-06-15,medium,medium,3,19900,chore,completed,2025-08-04
2025-06-15,low,low,4,53500,feature,completed,2025-07-12
2025-06-15,high,high,6,69100,chore,completed,2025-06-23
2025-06-15,medium,medium,1,70200,bug,completed,2025-08-14
2025-06-15,high,medium,7,16900,bug,completed,2025-06-26
2025-06-15,high,low,4,61800,bug,completed,2025-06-21
2025-06-15,low,low,6,30600,chore,completed,2025-08-14
2025-06-15,high,medium,7,46000,doc,completed,2025-07-16
2025-06-15,medium,medium,4,20500,feature,completed,2025-06-26
2025-06-15,high,medium,4,68700,feature,completed,2025-07-09
2025-06-16,low,medium,7,32500,feature,completed,2025-08-01
2025-06-16,medium,medium,8,57500,chore,completed,2025-07-26
2025-06-16,low,medium,8,87000,bug,completed,2025-08-15
2025-06-16,medium,low,3,45600,feature,completed,2025-07-21
2025-06-16,low,medium,8,45400,bug,completed,2025-07-03
2025-06-16,high,low,6,48500,feature,completed,2025-07-17
2025-06-16,high,low,7,52100,feature,completed,2025-07-08
2025-06-16,high,medium,4,66700,feature,completed,2025-07-20
2025-06-16,high,medium,6,52600,bug,completed,2025-07-14
2025-06-16,medium,medium,7,41900,feature,completed,2025-06-26
2025-06-16,medium,high,1,47300,doc,completed,2025-07-07
2025-06-16,high,low,7,43100,bug,completed,2025-07-05
2025-06-16,medium,low,6,56500,chore,completed,2025-07-22
2025-06-16,high,high,9,39600,feature,completed,2025-07-13
2025-06-16,medium,low,4,38500,bug,completed,2025-08-15
2025-06-16,low,medium,8,64500,feature,completed,2025-06-22
2025-06-17,high,medium,7,45600,bug,completed,2025-07-14
2025-06-17,medium,high,6,48500,feature,completed,2025-07-18
2025-06-17,high,medium,2,58900,bug,completed,2025-07-12
2025-06-17,medium,medium,10,47100,bug,completed,2025-08-16
2025-06-17,medium,medium,7,44400,feature,completed,2025-07-10
2025-06-17,medium,low,6,46400,feature,completed,2025-07-07
2025-06-17,medium,high,7,52700,feature,completed,2025-07-13
2025-06-17,low,low,7,46700,feature,completed,2025-07-08
2025-06-17,medium,medium,2,49300,bug,completed,2025-07-14
2025-06-17,high,high,10,16800,bug,completed,2025-07-04
2025-06-17,high,medium,5,54600,bug,completed,2025-07-26
2025-06-17,high,low,4,56700,bug,completed,2025-07-05
2025-06-18,medium,medium,8,75100,doc,completed,2025-06-30
2025-06-18,medium,medium,4,29800,feature,completed,2025-07-04
2025-06-18,high,medium,8,45800,feature,completed,2025-06-28
2025-06-18,medium,low,7,57500,bug,completed,2025-06-27
2025-06-18,high,low,8,26000,chore,completed,2025-07-02
2025-06-18,high,low,7,40900,feature,completed,2025-07-13
2025-06-18,medium,medium,6,58700,bug,completed,2025-06-28
2025-06-18,high,low,4,47400,feature,completed,2025-06-23
2025-06-18,high,low,7,20700,feature,completed,2025-07-05
2025-06-18,high,low,8,29900,doc,completed,2025-06-22
2025-06-18,low,high,5,48300,feature,completed,2025-07-28
2025-06-18,low,medium,8,46400,bug,completed,2025-06-30
2025-06-18,low,high,5,52500,bug,completed,2025-07-02
2025-06-18,medium,medium,8,34400,bug,completed,2025-08-17
2025-06-18,medium,medium,6,56300,feature,completed,2025-08-14
2025-06-18,medium,medium,7,51600,bug,completed,2025-06-28
2025-06-18,high,low,5,43300,bug,completed,2025-06-28
2025-06-18,high,medium,8,44300,bug,completed,2025-07-02
2025-06-18,low,low,4,56300,feature,completed,2025-06-25
2025-06-18,high,low,6,73600,bug,completed,2025-07-18
2025-06-19,high,medium,5,48800,bug,completed,2025-07-24
2025-06-19,high,high,8,42800,bug,completed,2025-07-02
2025-06-19,low,high,5,51900,bug,completed,2025-07-27
2025-06-19,low,low,6,55900,feature,completed,2025-07-08
2025-06-19,medium,medium,9,32200,feature,completed,2025-08-18
2025-06-19,low,low,8,39000,bug,completed,2025-07-17
2025-06-19,medium,low,6,25800,bug,completed,2025-07-09
2025-06-19,medium,medium,6,57400,chore,completed,2025-07-03
2025-06-19,medium,high,4,78000,bug,completed,2025-07-04
2025-06-19,medium,medium,6,53400,feature,completed,2025-08-18
2025-06-19,high,low,6,71200,bug,completed,2025-08-05
2025-06-19,medium,medium,5,54700,feature,completed,2025-08-11
2025-06-19,medium,low,6,57700,bug,completed,2025-06-30
2025-06-19,high,low,10,52300,chore,completed,2025-07-06
2025-06-19,high,medium,5,64300,feature,completed,2025-06-27
2025-06-19,medium,medium,5,46100,feature,completed,2025-07-24
2025-06-19,medium,medium,6,34900,feature,completed,2025-07-07
2025-06-19,medium,medium,5,66200,bug,completed,2025-06-23
2025-06-19,low,medium,4,51800,bug,completed,2025-06-24
2025-06-19,low,medium,5,37100,feature,completed,2025-08-03
2025-06-19,low,high,6,53700,feature,completed,2025-07-07
2025-06-19,medium,low,6,22600,chore,completed,2025-07-18
2025-06-19,low,medium,6,51500,chore,completed,2025-06-30
2025-06-19,high,medium,6,63900,bug,completed,2025-07-14
2025-06-19,medium,low,7,63500,bug,completed,2025-07-12
2025-06-19,medium,low,7,73300,bug,completed,2025-06-29
2025-06-20,medium,medium,6,54700,chore,completed,2025-07-25
2025-06-20,medium,medium,10,41200,chore,completed,2025-07-09
2025-06-20,high,medium,4,23600,bug,completed,2025-07-09
2025-06-20,medium,medium,8,61400,feature,completed,2025-08-19
2025-06-20,low,medium,6,17400,bug,completed,2025-07-20
2025-06-20,medium,medium,7,39200,feature,completed,2025-06-28
2025-06-20,medium,medium,4,65700,feature,completed,2025-07-02
2025-06-20,medium,low,8,14300,doc,completed,2025-08-04
2025-06-20,high,medium,8,52100,bug,completed,2025-06-26
2025-06-20,low,low,6,53700,feature,completed,2025-08-04
2025-06-20,low,low,4,46000,feature,completed,2025-08-12
2025-06-20,medium,medium,11,67300,bug,completed,2025-07-30
2025-06-20,medium,medium,8,66100,bug,completed,2025-07-30
2025-06-20,low,medium,7,54200,chore,completed,2025-07-15
2025-06-20,high,low,4,51300,chore,completed,2025-07-05
2025-06-20,high,medium,4,43100,feature,completed,2025-07-05
2025-06-20,medium,medium,7,8800,bug,completed,2025-07-06
2025-06-20,medium,high,4,48400,feature,completed,2025-07-16
2025-06-20,high,low,7,46800,bug,completed,2025-07-05
2025-06-20,low,high,3,47700,chore,completed,2025-07-23
2025-06-20,medium,medium,5,68600,feature,completed,2025-07-04
2025-06-20,high,low,9,75800,feature,completed,2025-07-28
2025-06-20,low,medium,6,48800,feature,completed,2025-08-12
2025-06-20,medium,high,5,39300,bug,completed,2025-07-05
2025-06-20,medium,high,2,50300,chore,completed,2025-07-06
2025-06-20,low,medium,5,43100,chore,completed,2025-06-22
2025-06-20,high,high,6,66100,bug,completed,2025-07-07
2025-06-20,medium,medium,9,43600,bug,completed,2025-08-19
2025-06-20,low,high,6,59000,bug,completed,2025-08-03
2025-06-20,low,high,7,30500,bug,completed,2025-07-08
2025-06-20,high,low,6,29000,feature,completed,2025-07-16
2025-06-20,low,medium,5,62800,chore,completed,2025-06-29
2025-06-20,high,low,4,19600,feature,completed,2025-07-25
2025-06-20,medium,medium,6,50400,feature,completed,2025-08-04
2025-06-20,medium,medium,5,67200,bug,completed,2025-07-16
2025-06-20,high,high,5,39800,feature,completed,2025-07-14
2025-06-20,medium,medium,4,24800,feature,completed,2025-07-07
2025-06-20,medium,low,3,48900,feature,completed,2025-07-15
2025-06-20,medium,medium,6,63300,feature,completed,2025-07-17
2025-06-20,medium,medium,7,38500,doc,completed,2025-08-19
2025-06-20,medium,high,4,44500,bug,completed,2025-07-21
2025-06-20,low,low,9,80600,doc,completed,2025-08-19
2025-06-20,low,low,5,35600,bug,completed,2025-07-07
2025-06-20,low,high,5,50600,feature,completed,2025-07-30
2025-06-20,medium,medium,6,56000,bug,completed,2025-08-19
2025-06-20,medium,high,6,73600,bug,completed,2025-06-26
2025-06-21,high,medium,10,68200,doc,completed,2025-07-28
2025-06-21,high,high,7,55400,feature,completed,2025-07-25
2025-06-21,medium,high,6,35100,bug,completed,2025-07-21
2025-06-21,medium,high,3,51400,bug,completed,2025-07-08
2025-06-21,low,medium,7,59600,chore,completed,2025-07-03
2025-06-21,low,medium,4,70000,bug,completed,2025-07-08
2025-06-21,medium,medium,3,34700,bug,completed,2025-08-20
2025-06-21,medium,low,6,71100,feature,completed,2025-06-26
2025-06-21,medium,low,8,72500,feature,completed,2025-07-16
2025-06-21,medium,low,7,55000,bug,completed,2025-07-06
2025-06-21,medium,medium,6,52300,feature,completed,2025-07-21
2025-06-21,medium,high,8,42600,bug,completed,2025-07-14
2025-06-21,medium,medium,8,71900,chore,completed,2025-07-18
2025-06-22,high,low,2,53600,bug,completed,2025-08-02
2025-06-22,low,high,8,30700,chore,completed,2025-07-12
2025-06-22,medium,high,3,62500,bug,completed,2025-07-11
2025-06-22,medium,high,5,44600,bug,completed,2025-07-06
2025-06-22,medium,medium,9,28100,feature,completed,2025-07-03
2025-06-22,medium,medium,9,58700,chore,completed,2025-08-21
2025-06-22,low,medium,7,40100,bug,completed,2025-06-24
2025-06-22,medium,medium,7,54500,bug,completed,2025-07-21
2025-06-22,medium,low,5,57200,bug,completed,2025-07-09
2025-06-22,high,high,7,66700,feature,completed,2025-07-11
2025-06-22,low,low,6,39200,feature,completed,2025-07-05
2025-06-22,low,medium,4,32100,feature,completed,2025-07-23
2025-06-22,medium,medium,9,37000,bug,completed,2025-08-21
2025-06-22,medium,medium,4,42600,doc,completed,2025-08-21
2025-06-22,medium,high,9,57100,doc,completed,2025-07-11
2025-06-22,low,low,6,78200,bug,completed,2025-07-13
2025-06-22,medium,high,9,38600,feature,completed,2025-07-17
2025-06-22,low,high,1,37900,bug,completed,2025-08-15
2025-06-22,medium,high,5,56100,bug,completed,2025-07-06
2025-06-22,high,low,5,57900,bug,completed,2025-07-17
2025-06-22,low,medium,5,41700,feature,completed,2025-08-07
2025-06-22,high,low,9,74000,bug,completed,2025-07-19
2025-06-22,medium,medium,2,82100,bug,completed,2025-07-13
2025-06-22,high,medium,3,45400,bug,completed,2025-07-15
2025-06-22,medium,high,6,68400,feature,completed,2025-08-21
2025-06-22,low,low,10,37800,chore,completed,2025-07-01
2025-06-22,medium,high,6,56500,feature,completed,2025-07-09
2025-06-22,medium,medium,7,45300,bug,completed,2025-08-16
2025-06-22,medium,medium,4,48100,feature,completed,2025-07-04
2025-06-22,high,medium,6,38000,doc,completed,2025-06-28
2025-06-22,high,high,5,37400,bug,completed,2025-07-23
2025-06-22,low,medium,6,38000,chore,completed,2025-07-25
2025-06-22,high,medium,8,38300,chore,completed,2025-07-05
2025-06-22,medium,low,4,64800,chore,completed,2025-07-17
